"stratum","value","week","year"
"Baden.WÃ.rttemberg",16,1,2025
"Baden.WÃ.rttemberg",16,2,2025
"Baden.WÃ.rttemberg",11,3,2025
"Baden.WÃ.rttemberg",22,4,2025
"Baden.WÃ.rttemberg",19,5,2025
"Baden.WÃ.rttemberg",15,6,2025
"Bayern",8,1,2025
"Bayern",23,2,2025
"Bayern",22,3,2025
"Bayern",25,4,2025
"Bayern",30,5,2025
"Bayern",20,6,2025
"Berlin",7,1,2025
"Berlin",9,2,2025
"Berlin",8,3,2025
"Berlin",10,4,2025
"Berlin",9,5,2025
"Berlin",3,6,2025
"Brandenburg",5,1,2025
"Brandenburg",2,2,2025
"Brandenburg",6,3,2025
"Brandenburg",6,4,2025
"Brandenburg",2,5,2025
"Brandenburg",3,6,2025
"Bremen",NA,1,2025
"Bremen",NA,2,2025
"Bremen",1,3,2025
"Bremen",NA,4,2025
"Bremen",2,5,2025
"Bremen",1,6,2025
"Hamburg",3,1,2025
"Hamburg",5,2,2025
"Hamburg",3,3,2025
"Hamburg",2,4,2025
"Hamburg",4,5,2025
"Hamburg",1,6,2025
"Hessen",6,1,2025
"Hessen",12,2,2025
"Hessen",14,3,2025
"Hessen",24,4,2025
"Hessen",17,5,2025
"Hessen",13,6,2025
"Mecklenburg.Vorpommern",1,1,2025
"Mecklenburg.Vorpommern",6,2,2025
"Mecklenburg.Vorpommern",1,3,2025
"Mecklenburg.Vorpommern",4,4,2025
"Mecklenburg.Vorpommern",3,5,2025
"Mecklenburg.Vorpommern",1,6,2025
"Niedersachsen",12,1,2025
"Niedersachsen",24,2,2025
"Niedersachsen",14,3,2025
"Niedersachsen",19,4,2025
"Niedersachsen",16,5,2025
"Niedersachsen",6,6,2025
"Nordrhein.Westfalen",25,1,2025
"Nordrhein.Westfalen",41,2,2025
"Nordrhein.Westfalen",51,3,2025
"Nordrhein.Westfalen",35,4,2025
"Nordrhein.Westfalen",42,5,2025
"Nordrhein.Westfalen",15,6,2025
"Rheinland.Pfalz",6,1,2025
"Rheinland.Pfalz",7,2,2025
"Rheinland.Pfalz",15,3,2025
"Rheinland.Pfalz",13,4,2025
"Rheinland.Pfalz",9,5,2025
"Rheinland.Pfalz",10,6,2025
"Saarland",3,1,2025
"Saarland",1,2,2025
"Saarland",1,3,2025
"Saarland",1,4,2025
"Saarland",NA,5,2025
"Saarland",3,6,2025
"Sachsen",5,1,2025
"Sachsen",14,2,2025
"Sachsen",12,3,2025
"Sachsen",15,4,2025
"Sachsen",11,5,2025
"Sachsen",6,6,2025
"Sachsen.Anhalt",7,1,2025
"Sachsen.Anhalt",16,2,2025
"Sachsen.Anhalt",14,3,2025
"Sachsen.Anhalt",6,4,2025
"Sachsen.Anhalt",8,5,2025
"Sachsen.Anhalt",3,6,2025
"Schleswig.Holstein",6,1,2025
"Schleswig.Holstein",4,2,2025
"Schleswig.Holstein",5,3,2025
"Schleswig.Holstein",3,4,2025
"Schleswig.Holstein",1,5,2025
"Schleswig.Holstein",2,6,2025
"ThÃ.ringen",11,1,2025
"ThÃ.ringen",17,2,2025
"ThÃ.ringen",10,3,2025
"ThÃ.ringen",15,4,2025
"ThÃ.ringen",5,5,2025
"ThÃ.ringen",6,6,2025
"Baden.WÃ.rttemberg",12,1,2024
"Baden.WÃ.rttemberg",15,2,2024
"Baden.WÃ.rttemberg",26,3,2024
"Baden.WÃ.rttemberg",28,4,2024
"Baden.WÃ.rttemberg",22,5,2024
"Baden.WÃ.rttemberg",17,6,2024
"Baden.WÃ.rttemberg",8,7,2024
"Baden.WÃ.rttemberg",16,8,2024
"Baden.WÃ.rttemberg",13,9,2024
"Baden.WÃ.rttemberg",27,10,2024
"Baden.WÃ.rttemberg",23,11,2024
"Baden.WÃ.rttemberg",25,12,2024
"Baden.WÃ.rttemberg",15,13,2024
"Baden.WÃ.rttemberg",16,14,2024
"Baden.WÃ.rttemberg",19,15,2024
"Baden.WÃ.rttemberg",21,16,2024
"Baden.WÃ.rttemberg",22,17,2024
"Baden.WÃ.rttemberg",21,18,2024
"Baden.WÃ.rttemberg",21,19,2024
"Baden.WÃ.rttemberg",22,20,2024
"Baden.WÃ.rttemberg",15,21,2024
"Baden.WÃ.rttemberg",39,22,2024
"Baden.WÃ.rttemberg",41,23,2024
"Baden.WÃ.rttemberg",53,24,2024
"Baden.WÃ.rttemberg",45,25,2024
"Baden.WÃ.rttemberg",34,26,2024
"Baden.WÃ.rttemberg",30,27,2024
"Baden.WÃ.rttemberg",53,28,2024
"Baden.WÃ.rttemberg",52,29,2024
"Baden.WÃ.rttemberg",40,30,2024
"Baden.WÃ.rttemberg",42,31,2024
"Baden.WÃ.rttemberg",50,32,2024
"Baden.WÃ.rttemberg",66,33,2024
"Baden.WÃ.rttemberg",52,34,2024
"Baden.WÃ.rttemberg",84,35,2024
"Baden.WÃ.rttemberg",88,36,2024
"Baden.WÃ.rttemberg",99,37,2024
"Baden.WÃ.rttemberg",113,38,2024
"Baden.WÃ.rttemberg",90,39,2024
"Baden.WÃ.rttemberg",50,40,2024
"Baden.WÃ.rttemberg",60,41,2024
"Baden.WÃ.rttemberg",51,42,2024
"Baden.WÃ.rttemberg",42,43,2024
"Baden.WÃ.rttemberg",42,44,2024
"Baden.WÃ.rttemberg",31,45,2024
"Baden.WÃ.rttemberg",34,46,2024
"Baden.WÃ.rttemberg",47,47,2024
"Baden.WÃ.rttemberg",22,48,2024
"Baden.WÃ.rttemberg",26,49,2024
"Baden.WÃ.rttemberg",24,50,2024
"Baden.WÃ.rttemberg",21,51,2024
"Baden.WÃ.rttemberg",21,52,2024
"Bayern",16,1,2024
"Bayern",23,2,2024
"Bayern",24,3,2024
"Bayern",28,4,2024
"Bayern",14,5,2024
"Bayern",28,6,2024
"Bayern",24,7,2024
"Bayern",16,8,2024
"Bayern",24,9,2024
"Bayern",20,10,2024
"Bayern",31,11,2024
"Bayern",27,12,2024
"Bayern",17,13,2024
"Bayern",27,14,2024
"Bayern",32,15,2024
"Bayern",43,16,2024
"Bayern",29,17,2024
"Bayern",35,18,2024
"Bayern",36,19,2024
"Bayern",32,20,2024
"Bayern",31,21,2024
"Bayern",40,22,2024
"Bayern",65,23,2024
"Bayern",69,24,2024
"Bayern",53,25,2024
"Bayern",53,26,2024
"Bayern",64,27,2024
"Bayern",44,28,2024
"Bayern",43,29,2024
"Bayern",52,30,2024
"Bayern",47,31,2024
"Bayern",63,32,2024
"Bayern",55,33,2024
"Bayern",76,34,2024
"Bayern",95,35,2024
"Bayern",99,36,2024
"Bayern",100,37,2024
"Bayern",94,38,2024
"Bayern",78,39,2024
"Bayern",65,40,2024
