"stratum","value","week","year"
"Baden.WÃ.rttemberg",2137,1,2024
"Baden.WÃ.rttemberg",1386,2,2024
"Baden.WÃ.rttemberg",1062,3,2024
"Baden.WÃ.rttemberg",897,4,2024
"Baden.WÃ.rttemberg",783,5,2024
"Baden.WÃ.rttemberg",680,6,2024
"Baden.WÃ.rttemberg",446,7,2024
"Baden.WÃ.rttemberg",337,8,2024
"Baden.WÃ.rttemberg",211,9,2024
"Baden.WÃ.rttemberg",178,10,2024
"Baden.WÃ.rttemberg",164,11,2024
"Baden.WÃ.rttemberg",127,12,2024
"Baden.WÃ.rttemberg",141,13,2024
"Baden.WÃ.rttemberg",120,14,2024
"Baden.WÃ.rttemberg",78,15,2024
"Baden.WÃ.rttemberg",90,16,2024
"Baden.WÃ.rttemberg",85,17,2024
"Baden.WÃ.rttemberg",109,18,2024
"Baden.WÃ.rttemberg",91,19,2024
"Baden.WÃ.rttemberg",122,20,2024
"Baden.WÃ.rttemberg",93,21,2024
"Baden.WÃ.rttemberg",99,22,2024
"Baden.WÃ.rttemberg",158,23,2024
"Baden.WÃ.rttemberg",218,24,2024
"Baden.WÃ.rttemberg",352,25,2024
"Baden.WÃ.rttemberg",435,26,2024
"Baden.WÃ.rttemberg",511,27,2024
"Baden.WÃ.rttemberg",585,28,2024
"Baden.WÃ.rttemberg",656,29,2024
"Baden.WÃ.rttemberg",728,30,2024
"Baden.WÃ.rttemberg",722,31,2024
"Baden.WÃ.rttemberg",629,32,2024
"Baden.WÃ.rttemberg",522,33,2024
"Baden.WÃ.rttemberg",466,34,2024
"Baden.WÃ.rttemberg",522,35,2024
"Baden.WÃ.rttemberg",636,36,2024
"Baden.WÃ.rttemberg",641,37,2024
"Baden.WÃ.rttemberg",915,38,2024
"Baden.WÃ.rttemberg",1622,39,2024
"Baden.WÃ.rttemberg",1482,40,2024
"Baden.WÃ.rttemberg",2054,41,2024
"Baden.WÃ.rttemberg",2053,42,2024
"Baden.WÃ.rttemberg",1757,43,2024
"Baden.WÃ.rttemberg",1323,44,2024
"Baden.WÃ.rttemberg",1291,45,2024
"Baden.WÃ.rttemberg",1000,46,2024
"Baden.WÃ.rttemberg",930,47,2024
"Baden.WÃ.rttemberg",896,48,2024
"Baden.WÃ.rttemberg",731,49,2024
"Baden.WÃ.rttemberg",732,50,2024
"Bayern",3373,1,2024
"Bayern",3446,2,2024
"Bayern",1927,3,2024
"Bayern",1521,4,2024
"Bayern",1143,5,2024
"Bayern",1036,6,2024
"Bayern",626,7,2024
"Bayern",502,8,2024
"Bayern",371,9,2024
"Bayern",309,10,2024
"Bayern",235,11,2024
"Bayern",236,12,2024
"Bayern",147,13,2024
"Bayern",169,14,2024
"Bayern",161,15,2024
"Bayern",110,16,2024
"Bayern",137,17,2024
"Bayern",146,18,2024
"Bayern",199,19,2024
"Bayern",169,20,2024
"Bayern",143,21,2024
"Bayern",139,22,2024
"Bayern",236,23,2024
"Bayern",276,24,2024
"Bayern",452,25,2024
"Bayern",535,26,2024
"Bayern",614,27,2024
"Bayern",780,28,2024
"Bayern",882,29,2024
"Bayern",898,30,2024
"Bayern",1005,31,2024
"Bayern",923,32,2024
"Bayern",759,33,2024
"Bayern",917,34,2024
"Bayern",1068,35,2024
"Bayern",1119,36,2024
"Bayern",1171,37,2024
"Bayern",1790,38,2024
"Bayern",2825,39,2024
"Bayern",2577,40,2024
"Bayern",3725,41,2024
"Bayern",3648,42,2024
"Bayern",3036,43,2024
"Bayern",2090,44,2024
"Bayern",1641,45,2024
"Bayern",1283,46,2024
"Bayern",1149,47,2024
"Bayern",1041,48,2024
"Bayern",896,49,2024
"Bayern",782,50,2024
"Berlin",596,1,2024
"Berlin",346,2,2024
"Berlin",283,3,2024
"Berlin",209,4,2024
"Berlin",166,5,2024
"Berlin",127,6,2024
"Berlin",101,7,2024
"Berlin",69,8,2024
"Berlin",46,9,2024
"Berlin",40,10,2024
"Berlin",62,11,2024
"Berlin",35,12,2024
"Berlin",24,13,2024
"Berlin",37,14,2024
"Berlin",24,15,2024
"Berlin",26,16,2024
"Berlin",29,17,2024
"Berlin",37,18,2024
"Berlin",37,19,2024
"Berlin",40,20,2024
"Berlin",53,21,2024
"Berlin",39,22,2024
"Berlin",51,23,2024
"Berlin",38,24,2024
"Berlin",89,25,2024
"Berlin",183,26,2024
"Berlin",195,27,2024
"Berlin",241,28,2024
"Berlin",277,29,2024
"Berlin",226,30,2024
"Berlin",225,31,2024
"Berlin",243,32,2024
"Berlin",233,33,2024
"Berlin",206,34,2024
"Berlin",263,35,2024
"Berlin",293,36,2024
"Berlin",254,37,2024
"Berlin",319,38,2024
"Berlin",336,39,2024
"Berlin",310,40,2024
"Berlin",434,41,2024
"Berlin",531,42,2024
"Berlin",626,43,2024
"Berlin",518,44,2024
"Berlin",392,45,2024
"Berlin",417,46,2024
"Berlin",401,47,2024
"Berlin",456,48,2024
"Berlin",406,49,2024
"Berlin",465,50,2024
"Brandenburg",654,1,2024
"Brandenburg",369,2,2024
"Brandenburg",278,3,2024
"Brandenburg",221,4,2024
"Brandenburg",154,5,2024
