"stratum","value","week","year"
"Baden.WÃ.rttemberg",2,1,2025
"Baden.WÃ.rttemberg",1,2,2025
"Baden.WÃ.rttemberg",1,3,2025
"Baden.WÃ.rttemberg",1,4,2025
"Baden.WÃ.rttemberg",1,5,2025
"Baden.WÃ.rttemberg",NA,6,2025
"Baden.WÃ.rttemberg",NA,7,2025
"Baden.WÃ.rttemberg",NA,8,2025
"Baden.WÃ.rttemberg",2,9,2025
"Baden.WÃ.rttemberg",NA,10,2025
"Bayern",1,1,2025
"Bayern",3,2,2025
"Bayern",NA,3,2025
"Bayern",2,4,2025
"Bayern",4,5,2025
"Bayern",1,6,2025
"Bayern",1,7,2025
"Bayern",2,8,2025
"Bayern",NA,9,2025
"Bayern",2,10,2025
"Berlin",NA,1,2025
"Berlin",NA,2,2025
"Berlin",NA,3,2025
"Berlin",1,4,2025
"Berlin",NA,5,2025
"Berlin",NA,6,2025
"Berlin",1,7,2025
"Berlin",NA,8,2025
"Berlin",NA,9,2025
"Berlin",NA,10,2025
"Brandenburg",NA,1,2025
"Brandenburg",1,2,2025
"Brandenburg",1,3,2025
"Brandenburg",NA,4,2025
"Brandenburg",1,5,2025
"Brandenburg",NA,6,2025
"Brandenburg",NA,7,2025
"Brandenburg",NA,8,2025
"Brandenburg",NA,9,2025
"Brandenburg",1,10,2025
"Bremen",NA,1,2025
"Bremen",NA,2,2025
"Bremen",NA,3,2025
"Bremen",NA,4,2025
"Bremen",NA,5,2025
"Bremen",NA,6,2025
"Bremen",NA,7,2025
"Bremen",NA,8,2025
"Bremen",1,9,2025
"Bremen",NA,10,2025
"Hessen",1,1,2025
"Hessen",1,2,2025
"Hessen",NA,3,2025
"Hessen",NA,4,2025
"Hessen",1,5,2025
"Hessen",NA,6,2025
"Hessen",NA,7,2025
"Hessen",1,8,2025
"Hessen",1,9,2025
"Hessen",NA,10,2025
"Niedersachsen",2,1,2025
"Niedersachsen",NA,2,2025
"Niedersachsen",NA,3,2025
"Niedersachsen",3,4,2025
"Niedersachsen",1,5,2025
"Niedersachsen",2,6,2025
"Niedersachsen",1,7,2025
"Niedersachsen",NA,8,2025
"Niedersachsen",2,9,2025
"Niedersachsen",1,10,2025
"Nordrhein.Westfalen",3,1,2025
"Nordrhein.Westfalen",5,2,2025
"Nordrhein.Westfalen",4,3,2025
"Nordrhein.Westfalen",2,4,2025
"Nordrhein.Westfalen",NA,5,2025
"Nordrhein.Westfalen",5,6,2025
"Nordrhein.Westfalen",NA,7,2025
"Nordrhein.Westfalen",2,8,2025
"Nordrhein.Westfalen",3,9,2025
"Nordrhein.Westfalen",1,10,2025
"Rheinland.Pfalz",NA,1,2025
"Rheinland.Pfalz",NA,2,2025
"Rheinland.Pfalz",NA,3,2025
"Rheinland.Pfalz",NA,4,2025
"Rheinland.Pfalz",1,5,2025
"Rheinland.Pfalz",1,6,2025
"Rheinland.Pfalz",NA,7,2025
"Rheinland.Pfalz",NA,8,2025
"Rheinland.Pfalz",2,9,2025
"Rheinland.Pfalz",2,10,2025
"Sachsen",1,1,2025
"Sachsen",1,2,2025
"Sachsen",NA,3,2025
"Sachsen",1,4,2025
"Sachsen",2,5,2025
"Sachsen",NA,6,2025
"Sachsen",NA,7,2025
"Sachsen",NA,8,2025
"Sachsen",NA,9,2025
"Sachsen",1,10,2025
"Sachsen.Anhalt",NA,1,2025
"Sachsen.Anhalt",1,2,2025
"Sachsen.Anhalt",NA,3,2025
"Sachsen.Anhalt",NA,4,2025
"Sachsen.Anhalt",NA,5,2025
"Sachsen.Anhalt",1,6,2025
"Sachsen.Anhalt",1,7,2025
"Sachsen.Anhalt",NA,8,2025
"Sachsen.Anhalt",NA,9,2025
"Sachsen.Anhalt",NA,10,2025
"Schleswig.Holstein",NA,1,2025
"Schleswig.Holstein",NA,2,2025
"Schleswig.Holstein",NA,3,2025
"Schleswig.Holstein",1,4,2025
"Schleswig.Holstein",1,5,2025
"Schleswig.Holstein",NA,6,2025
"Schleswig.Holstein",NA,7,2025
"Schleswig.Holstein",1,8,2025
"Schleswig.Holstein",NA,9,2025
"Schleswig.Holstein",NA,10,2025
"ThÃ.ringen",2,1,2025
"ThÃ.ringen",NA,2,2025
"ThÃ.ringen",NA,3,2025
"ThÃ.ringen",1,4,2025
"ThÃ.ringen",NA,5,2025
"ThÃ.ringen",NA,6,2025
"ThÃ.ringen",NA,7,2025
"ThÃ.ringen",1,8,2025
"ThÃ.ringen",NA,9,2025
"ThÃ.ringen",NA,10,2025
"Baden.WÃ.rttemberg",2,1,2024
"Baden.WÃ.rttemberg",1,2,2024
"Baden.WÃ.rttemberg",2,3,2024
"Baden.WÃ.rttemberg",NA,4,2024
"Baden.WÃ.rttemberg",1,5,2024
"Baden.WÃ.rttemberg",1,6,2024
"Baden.WÃ.rttemberg",NA,7,2024
"Baden.WÃ.rttemberg",NA,8,2024
"Baden.WÃ.rttemberg",1,9,2024
"Baden.WÃ.rttemberg",2,10,2024
"Baden.WÃ.rttemberg",1,11,2024
"Baden.WÃ.rttemberg",1,12,2024
"Baden.WÃ.rttemberg",NA,13,2024
"Baden.WÃ.rttemberg",NA,14,2024
"Baden.WÃ.rttemberg",3,15,2024
"Baden.WÃ.rttemberg",1,16,2024
"Baden.WÃ.rttemberg",NA,17,2024
"Baden.WÃ.rttemberg",NA,18,2024
"Baden.WÃ.rttemberg",1,19,2024
"Baden.WÃ.rttemberg",NA,20,2024
"Baden.WÃ.rttemberg",1,21,2024
"Baden.WÃ.rttemberg",NA,22,2024
"Baden.WÃ.rttemberg",1,23,2024
"Baden.WÃ.rttemberg",1,24,2024
"Baden.WÃ.rttemberg",NA,25,2024
"Baden.WÃ.rttemberg",1,26,2024
"Baden.WÃ.rttemberg",1,27,2024
"Baden.WÃ.rttemberg",5,28,2024
"Baden.WÃ.rttemberg",4,29,2024
"Baden.WÃ.rttemberg",2,30,2024
"Baden.WÃ.rttemberg",1,31,2024
"Baden.WÃ.rttemberg",NA,32,2024
"Baden.WÃ.rttemberg",2,33,2024
"Baden.WÃ.rttemberg",2,34,2024
"Baden.WÃ.rttemberg",3,35,2024
"Baden.WÃ.rttemberg",1,36,2024
"Baden.WÃ.rttemberg",3,37,2024
"Baden.WÃ.rttemberg",NA,38,2024
"Baden.WÃ.rttemberg",1,39,2024
"Baden.WÃ.rttemberg",2,40,2024
"Baden.WÃ.rttemberg",1,41,2024
"Baden.WÃ.rttemberg",NA,42,2024
"Baden.WÃ.rttemberg",NA,43,2024
"Baden.WÃ.rttemberg",1,44,2024
"Baden.WÃ.rttemberg",3,45,2024
"Baden.WÃ.rttemberg",1,46,2024
"Baden.WÃ.rttemberg",1,47,2024
"Baden.WÃ.rttemberg",2,48,2024
"Baden.WÃ.rttemberg",NA,49,2024
"Baden.WÃ.rttemberg",1,50,2024
"Baden.WÃ.rttemberg",NA,51,2024
"Baden.WÃ.rttemberg",NA,52,2024
"Bayern",1,1,2024
"Bayern",1,2,2024
"Bayern",3,3,2024
"Bayern",3,4,2024
"Bayern",NA,5,2024
"Bayern",NA,6,2024
"Bayern",NA,7,2024
"Bayern",4,8,2024
"Bayern",NA,9,2024
"Bayern",3,10,2024
"Bayern",2,11,2024
"Bayern",3,12,2024
"Bayern",3,13,2024
"Bayern",2,14,2024
"Bayern",2,15,2024
"Bayern",NA,16,2024
"Bayern",3,17,2024
"Bayern",NA,18,2024
"Bayern",5,19,2024
"Bayern",1,20,2024
"Bayern",1,21,2024
"Bayern",1,22,2024
"Bayern",2,23,2024
"Bayern",2,24,2024
"Bayern",3,25,2024
"Bayern",1,26,2024
"Bayern",2,27,2024
"Bayern",2,28,2024
"Bayern",3,29,2024
"Bayern",NA,30,2024
"Bayern",1,31,2024
"Bayern",2,32,2024
"Bayern",4,33,2024
"Bayern",3,34,2024
"Bayern",3,35,2024
"Bayern",1,36,2024
"Bayern",2,37,2024
"Bayern",1,38,2024
"Bayern",NA,39,2024
"Bayern",NA,40,2024
"Bayern",2,41,2024
"Bayern",1,42,2024
"Bayern",2,43,2024
"Bayern",1,44,2024
"Bayern",6,45,2024
"Bayern",NA,46,2024
"Bayern",3,47,2024
"Bayern",NA,48,2024
"Bayern",1,49,2024
"Bayern",1,50,2024
"Bayern",2,51,2024
"Bayern",1,52,2024
"Berlin",1,1,2024
"Berlin",1,2,2024
"Berlin",NA,3,2024
"Berlin",1,4,2024
"Berlin",NA,5,2024
"Berlin",2,6,2024
"Berlin",NA,7,2024
"Berlin",1,8,2024
"Berlin",NA,9,2024
"Berlin",1,10,2024
"Berlin",1,11,2024
"Berlin",1,12,2024
"Berlin",NA,13,2024
"Berlin",NA,14,2024
"Berlin",1,15,2024
"Berlin",NA,16,2024
"Berlin",NA,17,2024
"Berlin",NA,18,2024
"Berlin",NA,19,2024
"Berlin",NA,20,2024
"Berlin",NA,21,2024
"Berlin",NA,22,2024
"Berlin",NA,23,2024
"Berlin",NA,24,2024
"Berlin",NA,25,2024
"Berlin",1,26,2024
"Berlin",1,27,2024
"Berlin",1,28,2024
"Berlin",1,29,2024
"Berlin",NA,30,2024
"Berlin",NA,31,2024
"Berlin",NA,32,2024
"Berlin",NA,33,2024
"Berlin",2,34,2024
"Berlin",NA,35,2024
"Berlin",NA,36,2024
"Berlin",NA,37,2024
"Berlin",NA,38,2024
"Berlin",3,39,2024
"Berlin",1,40,2024
"Berlin",1,41,2024
"Berlin",NA,42,2024
"Berlin",NA,43,2024
"Berlin",NA,44,2024
"Berlin",1,45,2024
"Berlin",NA,46,2024
"Berlin",NA,47,2024
"Berlin",1,48,2024
"Berlin",2,49,2024
"Berlin",1,50,2024
"Berlin",NA,51,2024
"Berlin",NA,52,2024
"Brandenburg",1,1,2024
"Brandenburg",2,2,2024
"Brandenburg",2,3,2024
"Brandenburg",2,4,2024
"Brandenburg",NA,5,2024
"Brandenburg",NA,6,2024
"Brandenburg",NA,7,2024
"Brandenburg",1,8,2024
"Brandenburg",NA,9,2024
"Brandenburg",NA,10,2024
"Brandenburg",2,11,2024
"Brandenburg",NA,12,2024
"Brandenburg",NA,13,2024
"Brandenburg",NA,14,2024
"Brandenburg",NA,15,2024
"Brandenburg",2,16,2024
"Brandenburg",1,17,2024
"Brandenburg",1,18,2024
"Brandenburg",2,19,2024
"Brandenburg",1,20,2024
"Brandenburg",NA,21,2024
"Brandenburg",NA,22,2024
"Brandenburg",NA,23,2024
"Brandenburg",NA,24,2024
"Brandenburg",2,25,2024
"Brandenburg",2,26,2024
"Brandenburg",NA,27,2024
"Brandenburg",NA,28,2024
"Brandenburg",1,29,2024
"Brandenburg",2,30,2024
"Brandenburg",1,31,2024
"Brandenburg",NA,32,2024
"Brandenburg",1,33,2024
"Brandenburg",1,34,2024
"Brandenburg",3,35,2024
"Brandenburg",1,36,2024
"Brandenburg",1,37,2024
"Brandenburg",NA,38,2024
"Brandenburg",1,39,2024
"Brandenburg",NA,40,2024
"Brandenburg",NA,41,2024
"Brandenburg",NA,42,2024
"Brandenburg",1,43,2024
"Brandenburg",2,44,2024
"Brandenburg",NA,45,2024
"Brandenburg",NA,46,2024
"Brandenburg",NA,47,2024
"Brandenburg",NA,48,2024
"Brandenburg",NA,49,2024
"Brandenburg",NA,50,2024
"Brandenburg",NA,51,2024
"Brandenburg",NA,52,2024
"Bremen",NA,1,2024
"Bremen",NA,2,2024
"Bremen",NA,3,2024
"Bremen",NA,4,2024
"Bremen",NA,5,2024
"Bremen",1,6,2024
"Bremen",1,7,2024
"Bremen",1,8,2024
"Bremen",NA,9,2024
"Bremen",NA,10,2024
"Bremen",1,11,2024
"Bremen",NA,12,2024
"Bremen",NA,13,2024
"Bremen",NA,14,2024
"Bremen",NA,15,2024
"Bremen",NA,16,2024
"Bremen",NA,17,2024
"Bremen",NA,18,2024
"Bremen",NA,19,2024
"Bremen",1,20,2024
"Bremen",NA,21,2024
